Nombre,Popularidad,Valoración,Plataforma,Desarrollador,Género,Jugadores,Lanzamiento,Precio
James Peris: Sin Licencia Ni Control,Apreciable,8.1,PC,Pavo Entertainment,Aventura,1,17 de marzo de 2012,0.0
Raiden V,Apreciable,7.3,PC,MOSS,Acció,1-2,10 de octubre de 2017,0.0
Symphony of the Machin,Apreciable,0.0,PC,Stirfire Studi,Otros,1,26 de abril de 2017,0.0
FireFall,Apreciable,8.5,PC,Red 5 Studi,Acció,Masivo,29 de julio de 2014,0.0
Red Faction,Apreciable,7.6,PC,Volition,Acció,,28 de septiembre de 2001,0.0
Soulless: Ray Of Hop,Apreciable,7.7,PC,Frisky Fatal Gam,Acció,1,18 de octubre de 2016,0.0
Talent Not Included,Apreciable,0.0,PC,Frima Studi,Acció,1-3,30 de agosto de 2016,0.0
Shattered Suns,Apreciable,8.5,PC,Clear Crown Studi,Estrategia,,Por determinar en Españ,0.0
Revenge of the Titans,Apreciable,6.7,PC,Puppygam,Estrategia,1,16 de marzo de 2011,0.0
Time Machine VR,Apreciable,9.8,PC,Minority Medi,Acció,1,19 de mayo de 2016,0.0
RED Fronti,Apreciable,8.0,PC,Z,Estrategia,,2012,0.0
Project Aftermath,Apreciable,6.4,PC,Games Faction,Estrategia,,21 de noviembre de 2008,0.0
BlazBlue: Central Fiction,Apreciable,9.0,PC,Arc System Work,Acció,1-2,26 de abril de 2017,0.0
Asemblance: Oversight,Apreciable,0.0,PC,Nilo Studi,Aventura,1,15 de mayo de 2018,0.0
Swords & Soldiers,Apreciable,6.6,PC,Ronimo Gam,Estrategia,1-2,2 de diciembre de 2010,0.0
Warriors Orochi,Apreciable,7.4,PC,Omega Forc,Acció,1-2,Primera mitad de 2008,0.0
Spaceplan,Apreciable,0.0,PC,Jake Hollan,Otros,1,Por determinar en Españ,0.0
Armill,Apreciable,8.0,PC,Fuzzy Wuzzy Gam,Acció,1,12 de mayo de 2014,0.0
City of Titans,Apreciable,0.0,PC,Missing Worlds Medi,Rol,,Por determinar en Españ,0.0
8 Days,Apreciable,5.0,PC,Santa Clara Gam,Acció,1-2,23 de julio de 2016,0.0
Mystery Castl,Apreciable,0.0,PC,Runestone Games Limit,Acció,1,6 de mayo de 2016,0.0
DarkMaus,Apreciable,8.0,PC,niel Wright,Rol,1,26 de enero de 2016,0.0
The SoulKeeper VR,Apreciable,4.0,PC,Helm System,Rol,1,2º trimestre de 2017,0.0
Momodora V,Apreciable,9.0,PC,Bombservic,Acció,1,Por determinar en Españ,0.0
Stardust Vanguards,Apreciable,7.0,PC,Zanrai Interactiv,Acció,1-2,30 de enero de 2015,0.0
Atomic Ninjas,Apreciable,9.0,PC,Grip Gam,Acció,1-4,1º trimestre de 2014,0.0
Metal Assault,Apreciable,8.3,PC,GNI Soft,Acció,,2011,0.0
Broken,Apreciable,9.5,PC,Kollide Entertainment,Acción,1,Por determinar en Españ,0.0
Seven Souls Onlin,Apreciable,8.3,PC,CR-Spac,Rol,,Por determinar en Españ,0.0
Tesla vs Lovecraft,Apreciable,9.3,PC,10ton,Acció,1-4,26 de enero de 2018,0.0
Cat Quest,Apreciable,9.0,PC,The Gentleb,Rol,1,8 de agosto de 2017,0.0
Reset,Apreciable,9.2,PC,Theory Interactiv,Otros,1,2017,0.0
Mythos Global,Apreciable,8.2,PC,T3Fun,Rol,Masivo,Por determinar en Españ,0.0
One Sole Purpos,Apreciable,4.5,PC,Sameer Hirezi,Acció,1,7 de marzo de 2017,0.0
Romeo and Juliet,Apreciable,4.8,PC,Baby Eish Gam,Aventura,,Por determinar en Españ,0.0
8-bit Armies: Arena,Apreciable,9.5,PC,Petroglyph,Estrategia,2-8,10 de febrero de 2017,49.95
Dext,Apreciable,8.7,PC,Marc Ecko Entertainment,Acció,,Por determinar en Españ,0.0
1st Go Warkanoid 3: Story-book,Apreciable,6.7,PC,Robot Entertainment,Otros,,2004,0.0
Mayan Death Robots,Apreciable,8.0,PC,Sileni Studi,Acció,,20 de noviembre de 2015,0.0
Monta,Apreciable,0.0,PC,JCKSLAP,Otros,1,25 de julio de 2016,0.0
Assassins Creed 3 - Dura Batalla,Apreciable,7.9,PC,UbiSoft,Acció,1-8,15 de enero de 2013,0.0
Million to One H,Apreciable,9.0,PC,Over the top Gam,Acció,1,27 de febrero de 2019Juego con acceso anticipad,0.0
Dungeon Leagu,Apreciable,3.6,PC,Achebit,Rol,1-4,2º trimestre de 2016,0.0
Wanted Corp,Apreciable,4.0,PC,Eko Softw,Acció,1-2,8 de diciembre de 2016,0.0
Overwatch 2,Apreciable,6.4,PC,Blizz,Acció,1-12,4 de octubre de 2022,74.95
Pharaonic,Apreciable,8.5,PC,Milkstone Studi,Rol,1,28 de abril de 2016,0.0
Dirty Dancing,Apreciable,6.3,PC,Say Design,Otros,,Diciembre de 2007,0.0
HOVR,Apreciable,6.0,PC,Game Cook,Acció,1,5 de octubre de 2016,0.0
Wondershot,Apreciable,0.0,PC,Leikir Studi,Acció,1-4,19 de febrero de 2016,0.0
Solar Shifter EX,Apreciable,8.0,PC,Elder Gam,Acció,1,15 de septiembre de 2015,0.0
t Dying Today,Apreciable,0.0,PC,9TH.ART,Acció,1-4,13 de enero de 2017,0.0
Dynamite Jack,Apreciable,4.5,PC,Galcon,Otros,,Por determinar en Españ,0.0
Roundabout,Apreciable,4.0,PC,No Goblin,Otros,1,18 de septiembre de 2014,0.0
Cognition : Episode 4,Apreciable,7.4,PC,Phoenix Onlin,Aventura,1,19 de septiembre de 2013,0.0
Satanist,Apreciable,6.0,PC,mitry,Acció,1,1 de junio de 2016,0.0
Ys: Memories of Celceta,Apreciable,8.0,PC,Falcom,Rol,1,25 de julio de 2018,0.0
Half Dead,Apreciable,8.0,PC,Room710Gam,Acció,1-4,1 de agosto de 2016,0.0
The Caretaker - Dungeon Nightshift,Apreciable,6.0,PC,Bluebox Interactiv,Acció,1,10 de octubre de 2016,0.0
Hide & Hold Out - H20,Apreciable,8.0,PC,Red Abyss Softw,Acció,Multijugador,Por determinar en Españ,0.0
Talisman,Apreciable,6.5,PC,Big Roost,Otros,,3º cuarto de 2007,0.0
Gurgamoth,Apreciable,6.0,PC,Galvanic Gam,Otros,2-4,16 de febrero de 2016,0.0
Ashes of the Singularity: Escalation,Apreciable,7.5,PC,Stardock,Estrategia,Competitivo:,10 de noviembre de 2016,0.0
They,Apreciable,6.3,PC,Metropolis Softw,Acció,,Por determinar en Españ,0.0
Snowy: Space Trip,Apreciable,6.3,PC,Robot Entertainment,Acció,,2006,0.0
Chroma Squad,Apreciable,8.8,PC,Behold Studi,Acció,1,30 de abril de 2015,0.0
Deep Black - Episode 1,Apreciable,9.2,PC,BiArt Studi,Acció,,Marzo de 2012,0.0
Cogs,Apreciable,7.3,PC,Lazy 8 Studi,Otros,,14 de abril de 2009,0.0
Gunsport,Apreciable,8.3,PC,Necrosoft Gam,Deportes,1-4,2015,0.0
Bloodbath Kavkaz,Apreciable,4.7,PC,gestan Technology,Acció,1,20 de abril de 2015,0.0
Possession,Apreciable,6.9,PC,Blitz Gam,Acció,,Por determinar en España,0.0
Kittypocalyps,Apreciable,0.0,PC,Bolvërk Gam,Estrategia,1,25 de mayo de 2016,0.0
Tokyo Babel,Apreciable,0.0,PC,prop,Aventura,1,1 de abril de 2016,0.0
Ch,Apreciable,6.8,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Lieg,Apreciable,7.7,PC,Coda Gam,Rol,,2014,0.0
Tartarus,Apreciable,5.5,PC,Abyss Gamework,Acció,1,21 de noviembre de 2017,0.0
Xenonauts,Apreciable,9.6,PC,Goldhawk Interactiv,Estrategia,1,16 de junio de 2014,0.0
Burly Men at Sea,Apreciable,0.0,PC,Brain&Brain,Aventura,1,29 de septiembre de 2016,0.0
Herotopia,Apreciable,0.0,PC,Jagex,Rol,,Por determinar en Españ,0.0
Slam Land,Apreciable,0.0,PC,Bread Machine Gam,Acció,1-4,7 de agosto de 2018,0.0
Anomaly Defenders,Apreciable,4.8,PC,11 bit studi,Estrategia,1,29 de mayo de 2014,0.0
Way of Redemption,Apreciable,6.3,PC,Pixel Cream,Deportes,1-4,Por determinar en España,0.0
Grandia HD Remast,Apreciable,7.3,PC,Game Art,Rol,1,Por determinar en Españ,0.0
Ethereal Legends,Apreciable,0.0,PC,Soverance Studi,Rol,1,3º cuarto de 2016,0.0
Rusty Lake: Roots,Apreciable,8.5,PC,Rusty Lak,Aventura,1,20 de octubre de 2016,0.0
Flashout 3D,Apreciable,0.0,PC,Jujub,Conducció,,28 de septiembre de 2012,0.0
inSan,Apreciable,7.1,PC,Volition,Acció,,Cancelad,0.0
Unknown Fat,Apreciable,9.0,PC,Marslit Gam,Otros,1,6 de septiembre de 2018,0.0
Full Throttl,Apreciable,9.3,PC,LucasArt,Aventura,,28 de abril de 1995,0.0
F1 Manager 2022,Apreciable,9.5,PC,Frontier Development,Conducció,1,30 de agosto de 2022,0.0
Destinies,Apreciable,6.7,PC,tinies Group,Aventura,,Por determinar en Españ,0.0
Her Majesty's SPIFFING,Apreciable,0.0,PC,Billy Goat Entertainment Lt,Aventura,1,7 de diciembre de 2016,0.0
Super Cloudbuilt,Apreciable,0.0,PC,Coilwork,Acció,1,25 de julio de 2017,0.0
Mr. Shifty,Apreciable,0.0,PC,Tiny Build Gam,Acció,1,13 de abril de 2017,0.0
InCrazyBall,Apreciable,6.7,PC,Lexis Numériqu,Acció,,24 de noviembre de 2005,0.0
Evil Days of Luckless John,Apreciable,6.2,PC,Ak,Aventura,,2007,0.0
Reload,Apreciable,3.5,PC,Mastiff,Acció,,4º trimestre de 2010,0.0
Eufloria,Apreciable,6.4,PC,Rudolf Kremers & Alex May,Otros,1,21 de octubre de 2009,0.0
The Lord of the Creatures,Apreciable,6.5,PC,Arvirago Entertainment,Acció,,Por determinar en Españ,0.0
Los Ríos de Alice: Versión Extendida,Apreciable,9.5,PC,irius Gam,Otros,,16 de noviembre de 2015,0.0
Aces of the Galaxy,Apreciable,6.4,PC,Artech Studi,Acció,1-2,6 de junio de 2008,0.0
Perfect Univers,Apreciable,7.0,PC,Will Sykes Gam,Otros,1-4,26 de febrero de 2016,0.0
Yûrei Station,Apreciable,0.0,PC,Atelier Sentô,Aventura,1,19 de mayo de 2017,0.0
The secrets of Atlantis,Apreciable,6.3,PC,Robot Entertainment,Aventura,,24 de noviembre de 2006,0.0
Witches,Apreciable,6.4,PC,Revistronic,Acció,,2008,0.0
The Three Musketeers,Apreciable,6.6,PC,Legen,Acció,,2º trimestre de 2006,0.0
White Heaven,Apreciable,9.5,PC,mpaint,Acció,,2016,0.0
Knight Squad,Apreciable,1.0,PC,Chainsawesome Gam,Acció,1-8,16 de noviembre de 2015,0.0
Dragon Blood,Apreciable,5.7,PC,TeamTop Gam,Rol,Multijugador,2017,0.0
Battle Engine Aquila,Apreciable,7.0,PC,Robot Entertainment,Acció,,2 de junio de 2004,0.0
Dark Legion VR,Apreciable,0.0,PC,Ice W,Acció,1,3 de marzo de 2017,0.0
Wincars Rac,Apreciable,0.0,PC,gonJam Studi,Conducció,1-8,Por determinar en Españ,0.0
Dungeons: The Dark Lord,Apreciable,7.9,PC,Realmforge Studi,Rol,,20 de septiembre de 2011,0.0
Lichtsp,Apreciable,8.3,PC,Lichthun,Acció,1,27 de septiembre de 2016,0.0
Fuel Rac,Apreciable,6.1,PC,Firet,Conducció,,Mayo de 2006,0.0
Adam's Venture: Episode 1,Apreciable,6.3,PC,Vertigo Gam,Aventura,,24 de septiembre de 2010,0.0
A.R.E.S: Extinction Agenda,Apreciable,5.9,PC,Extend Studi,Acció,,19 de enero de 2011,0.0
Parcel,Apreciable,0.0,PC,Polar Bunny Lt,Otros,1-2,22 de abril de 2015,0.0
La cruzada de León,Apreciable,8.3,PC,Molosoft,Acció,1,11 de agosto de 2018,0.0
Thief: Deadly Shadows,Apreciable,7.3,PC,Ion Storm,Acció,,14 de junio de 2004,0.0
In Between,Apreciable,7.6,PC,Gentlymad Studi,Otros,1,21 de agosto de 2015,0.0
The Seacliff Tragedy,Apreciable,6.3,PC,Big Time Softw,Aventura,,1 de diciembre de 2007,0.0
Alien Spidy,Apreciable,9.0,PC,Enigma Softw,Otros,1,20 de marzo de 2013,0.0
Edengrad,Apreciable,8.0,PC,Huckleberry Gam,Rol,Multijugador,Segunda mitad de 2017,0.0
Just Die Already,Apreciable,8.3,PC,ubleMoose Gam,Acció,1-4,20 de mayo de 2021,0.0
adiri,Apreciable,9.6,PC,Twisted Trib,Rol,,17 de noviembre de 2010,0.0
Drifting Lands,Apreciable,7.0,PC,Alkemi,Acció,1,5 de junio de 2017,0.0
Walk The Light,Apreciable,7.0,PC,Anti Crunch Studi,Acció,1,5 de enero de 2016,0.0
Demetrios,Apreciable,0.0,PC,COWCAT,Aventura,1,31 de mayo de 2016,0.0
Quest Doges,Apreciable,8.0,PC,Gabriel Garz,Acció,Competitivo:,Por determinar en Españ,0.0
The Dishwasher: Vampire Smil,Apreciable,0.0,PC,Ska Studi,Acció,1-2,12 de mayo de 2017,0.0
va-111,Apreciable,0.0,PC,Funktronic Lab,Estrategia,,25 de agosto de 2015,0.0
Phoenix Dynasty Onlin,Escas,5.5,PC,Object Softw,Rol,,2009,0.0
The City of Metron,Escas,6.3,PC,Team Tarsi,Aventura,,Por determinar en Españ,0.0
Line Rider Freestyl,Escas,6.1,PC,inXile entertainment,Otros,,22 de mayo de 2009,19.95
Forge Quest,Escas,8.0,PC,Chase Grozdina y David Fleig,Rol,1-4,22 de junio de 2015,0.0
Guild Wars 2,Escas,8.3,PC,ArenaNet,Rol,Masivo,28 de agosto de 2012,34.95
London Taxi Rushou,Escas,6.4,PC,Robot Entertainment,Conducció,,Por determinar en España,0.0
Achron,Escas,6.5,PC,Hazardous Softw,Estrategia,,29 de agosto de 2011,0.0
Tank Ac,Escas,8.4,PC,GamesCampu,Acció,,2010,0.0
Surgeon Simulator: Experience Reality,Escas,0.0,PC,Bossa Studi,Otros,1,5 de diciembre de 2016,0.0
Max Payne 3: Negotiation Pack,Escas,9.7,PC,RockStar Gam,Acció,1-16,30 de octubre de 2012,0.0
Akiba's Trip Festa,Escas,0.0,PC,Acqui,Rol,,Por determinar en EspañaNoviembre de 2016,0.0
PopTag!,Escas,4.5,PC,Nexon,Otros,,10 de febrero de 2010,0.0
My Eyes On You,Escas,7.8,PC,Storymind Entertainment,Acció,,Por determinar en Españ,0.0
Diamon Jones,Escas,8.1,PC,Lit,Aventura,,3º trimestre de 2008,0.0
Dexed,Escas,5.5,PC,Ninja Theory,Acció,1,26 de septiembre de 2016,0.0
PV13 (nombre temporal),Escas,9.3,PC,Black Isle Studi,Estrategia,,Por determinar en Españ,0.0
Home F,Escas,9.7,PC,Kevin Cancienn,Acció,1,Por determinar en Españ,0.0
Wayward Man,Escas,9.2,PC,Moonshark,Otros,1,15 de julio de 2014,0.0
Yatagarasu Attack on Cataclys,Escas,8.0,PC,Nicali,Acció,,7 de julio de 2015,0.0
Zero Gea,Escas,5.3,PC,NimbleBit,Conducció,,Por determinar en España,0.0
Aa,Escas,0.0,PC,Mad Fellow,Otros,1,11 de abril de 2017,0.0
Perfect World: The Lost Empi,Escas,5.0,PC,Perfect W,Rol,,18 de enero de 2010,0.0
Chrome 2,Escas,6.5,PC,Techlan,Acció,,Por determinar en Españ,0.0
Kritika,Escas,9.2,PC,m,Rol,,2017,0.0
Over 9000 Zombies!,Escas,9.3,PC,Loren Lemck,Acció,1-2,26 de febrero de 2015,0.0
Strength & Honour 2,Escas,0.0,PC,Magitech,Estrategia,,Por determinar en Españ,0.0
Ace of Spades,Escas,7.6,PC,Ben Aksoy,Acció,1-32,Diciembre de 2012,0.0
The Girl and the Robot,Escas,8.3,PC,Flying Carpets Gam,Acció,1,18 de agosto de 2016,0.0
Fall of Freya,Escas,2.0,PC,GOTY LLC,Acció,,1º trimestre de 2017,0.0
EA Sports IGNITE,Escas,7.5,PC,EA Sport,Otros,,Por determinar en Españ,0.0
Fighting EX Lay,Escas,4.8,PC,Arik,Acció,1,30 de noviembre de 2018,0.0
crobarista,Escas,1.0,PC,Route 59,Aventura,1,8 de agosto de 2019,0.0
Gunners Heart,Escas,5.6,PC,EasyGameStation,Acció,,Por determinar en Españ,0.0
Paranormal Activity VR,Escas,9.3,PC,VRWERX,Acció,,2016,0.0
Mass Effect 3 - Reckoning,Escas,9.8,PC,BioW,Rol,1-4,26 de febrero de 2013,0.0
Serious Sam: Random Encount,Escas,8.1,PC,Be-Rad Entertainment,Acció,,24 de octubre de 2011,0.0
Law & Order: Criminal Intent,Escas,6.6,PC,Legacy Interactiv,Aventura,,4º trimestre de 2005,0.0
Fallout 4 - Vault-Tec Workshop,Escas,8.8,PC,Bethesda Softwork,Rol,1,2016,0.0
Death Track: Resurrection,Escas,6.6,PC,SkyFallen Entertainment,Conducció,,4º trimestre de 2008,0.0
Alchemic Jousts,Escas,0.0,PC,Lunatic Pix,Estrategia,1-2,4º trimestre de 2016,0.0
7 Dragons,Escas,0.0,PC,Gunstar Studi,Estrategia,,22 de abril de 2011,0.0
The Search,Escas,8.4,PC,Jason Godbey,Aventura,1,14 de abril de 2017,0.0
Things On Wheels,Escas,0.0,PC,Load inc,Conducció,1-4,2010,0.0
Screencheat,Escas,5.5,PC,Samurai Punk,Acció,1-8,22 de octubre de 2014,0.0
I-Fluid,Escas,6.2,PC,Exk,Acció,,27 de febrero de 2009,0.0
Secret Project Y,Escas,7.5,PC,Volition,Otros,,14 de diciembre de 2011,0.0
Charlie y la Factoría de Chocolat,Escas,7.0,PC,Backbone Entertainment,Acció,,15 de julio de 2005,0.0
MadOut BIG City,Escas,2.0,PC,MadOut Gam,Conducción,1,21 de febrero de 2017,0.0
Interlop,Escas,9.0,PC,utch Game Garden,Estrategia,,21 de mayo de 2015,0.0
SpiritSph,Escas,7.0,PC,Eendhoorn Gam,Otros,1-2,10 de enero de 2017,0.0
Pop Idol,Escas,6.5,PC,Robot Entertainment,Otros,,Por determinar en Españ,0.0
Atomaders,Escas,6.7,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Dark Quest,Escas,9.0,PC,Brain Seal Lt,Rol,1,21 de enero de 2015,0.0
Dwarfs!?,Escas,6.1,PC,Power of 2,Estrategia,1,4 de mayo de 2011,0.0
Feist,Escas,6.0,PC,Bits & Beast,Acció,1,23 de julio de 2015,0.0
Space Haste II,Escas,6.3,PC,Robot Entertainment,Conducció,,Por determinar en Españ,0.0
2029 Onlin,Escas,5.5,PC,IGG,Rol,Masivo,Por determinar en Españ,0.0
Mitsurugi Kamui Hika,Escas,7.2,PC,Gunstar Studi,Acció,1,10 de marzo de 2014,0.0
The Outlast Trials,Escas,8.4,PC,Red B,Acció,,2022,0.0
Switch Galaxy Ultra,Escas,9.0,PC,Atomicom,Conducció,1-4,20 de noviembre de 2015,0.0
Beltion: Beyond Ritual,Escas,5.5,PC,Rostok Gam,Rol,,Por determinar en Españ,0.0
Bit.Trip Runn,Escas,8.4,PC,Gaijin,Acció,1,28 de febrero de 2011,0.0
Koihime Enbu,Escas,8.0,PC,Unknown y M2,Acció,1-2,20 de mayo de 2016,0.0
Serpent in the Staglands,Escas,7.8,PC,Whalenought Studi,Rol,1,28 de mayo de 2015,0.0
Ys VI: The Ark of Napishti,Escas,9.9,PC,Xseed Gam,Rol,1,28 de abril de 2015,0.0
The Precursors,Escas,6.1,PC,p Shadow,Acció,,2008,0.0
Until I Have You,Escas,0.0,PC,Wormwood Studi,Acció,Un,4 de abril de 2016,0.0
uclear Golf,Escas,0.0,PC,Touchfight Gam,Deportes,1,4º trimestre de 2016,0.0
Dracula Twins,Escas,6.1,PC,Meridian4,Acció,,Noviembre de 2006,0.0
Strike Suit Zero: Director's Cut,Escas,0.0,PC,Born Ready Gam,Acció,1,2º trimestre de 2014,0.0
Terrorist Takedown: Payback,Escas,6.7,PC,City Interactiv,Acció,,1 de septiembre de 2005,0.0
AC3: Rey Washington 3 - La Redención,Escas,8.5,PC,UbiSoft,Acció,,23 de abril de 2013,0.0
verend,Escas,6.8,PC,Mayhem,Rol,,4º trimestre de 2006,0.0
Archon,Escas,6.9,PC,React Gam,Estrategia,,2009,0.0
The Lost Wild,Escas,0.0,PC,Great Ape Gam,Acció,1,2024,0.0
Machines at War 3,Escas,4.0,PC,Gunstar Studi,Estrategia,,17 de abril de 2013,0.0
Greed,Escas,6.0,PC,Clockston,Rol,,Noviembre de 2009,0.0
Repuls,Escas,8.5,PC,Queens Soft,Acció,,Por determinar en Españ,0.0
itronic Rush,Escas,8.8,PC,igiPen Institute of Technology,Conducció,,11 de noviembre de 2011,0.0
Gods vs Humans,Escas,9.3,PC,Artefacts Studi,Estrategia,1-2,5 de noviembre de 2010,0.0
The Spatials,Escas,4.5,PC,Weird and Wry,Estrategia,1,30 de marzo de 2015,0.0
Ghost Pirates of Vooju Island,Escas,6.6,PC,Autumn Moon,Aventura,1,3 de marzo de 2010,0.0
Barbearian,Escas,0.0,PC,Kimmo Lahtinen,Acció,1,15 de agosto de 2018,0.0
Worms Clan Wars,Escas,9.2,PC,Team 17,Estrategia,,Por determinar en Españ,0.0
The Rhythm of Fighters,Escas,7.8,PC,bitComp,Aventura,,25 de junio de 2014,0.0
Trinity 2,Escas,0.0,PC,NHN Gam,Rol,Masivo,Por determinar en Españ,0.0
Word of Chaos,Escas,5.8,PC,Brainfactor Entertainment,Rol,,4º trimestre de 2006,0.0
Chronicles of Mystery,Escas,7.5,PC,City Interactiv,Aventura,,3º cuarto de 2009,0.0
SmashMuck Champions,Escas,8.2,PC,Kiz Studi,Estrategia,Masivo,11 de septiembre de 2013,0.0
Risen 2: La Isla del Tes,Escas,9.8,PC,Piranha Byt,Rol,,2012,19.99
Taxi Racer London 2,Escas,6.7,PC,Robot Entertainment,Conducció,,Por determinar en Españ,0.0
Race the Sun,Escas,5.4,PC,Flippfly,Conducció,1,14 de marzo de 2014,0.0
Bloody Good Ti,Escas,9.2,PC,Outerlight,Acció,,27 de octubre de 2010,0.0
Band of Brothers: Pacific,Escas,8.3,PC,irius Gam,Acció,,2009,0.0
The Expendabros,Escas,8.6,PC,Free Liv,Acció,1-2,5 de agosto de 2014,0.0
Ashen Rift,Escas,9.5,PC,Pyroclastic,Acció,1,2015,0.0
Mustache in Hell,Escas,7.0,PC,IdunaSoft,Acció,1,28 de julio de 2016,0.0
Tales Runn,Escas,5.7,PC,Rhaon Entertainment,Conducció,,2009,0.0
Myst IV: Revelation,Escas,7.0,PC,Ubisoft Mont,Aventura,,30 de septiembre de 2004,0.0
Hack 'N' Slash,Escas,9.3,PC,uble Fin,Otros,1,9 de septiembre de 2014,0.0
WizardCraft,Escas,0.0,PC,vid Mccu,Estrategia,1,27 de mayo de 2016,0.0
Scivelation,Escas,6.7,PC,Black Wing Foundation,Acció,,2010,0.0
Elemental: Fallen Enchantress,Escas,8.7,PC,Stardock,Estrategia,,Por determinar en Españ,0.0
Luxor: 5th Passag,Escas,7.4,PC,MumboJumb,Otros,,25 de enero de 2011,0.0
ighbours From Hell 2,Escas,6.6,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Dungeon H,Escas,6.5,PC,FireFly Studi,Rol,,2009,0.0
4Sight,Escas,8.0,PC,Shadow Mast,Acció,1-2,2019,0.0
The Gat,Escas,9.0,PC,Spicy H,Estrategia,1,22 de abril de 2015,0.0
Bedla,Escas,7.5,PC,RedBedlam,Acció,1,13 de agosto de 2015,0.0
Odallus: The Dark Call,Escas,9.8,PC,JoyMash,Acció,1,15 de julio de 2015,0.0
Edna & Harvey: The Breakout,Escas,8.6,PC,ic Entertainment,Aventura,,Octubre de 2010,0.0
Rebel Truck,Escas,6.5,PC,Robot Entertainment,Conducció,,Por determinar en Españ,0.0
Blood of the Werewolf,Escas,8.3,PC,Scientifically Proven,Acció,1-2,28 de octubre de 2013,0.0
Fate/EXTELLA: The Umbral Sta,Escas,9.0,PC,Marvelous Interactiv,Acció,1,25 de julio de 2017,0.0
Mad Tracks,Escas,6.6,PC,Load inc,Conducció,,Por determinar en España,0.0
yxQuest: Kindred Spirits,Escas,5.8,PC,Over the top Gam,Otros,1-2,17 de junio de 2010,0.0
Beautiful Desolation,Escas,6.7,PC,The Brotherh,Aventura,1,26 de febrero de 2020,0.0
The Agency,Escas,6.3,PC,Sony,Rol,nline,Cancelad,0.0
Ride to Hell: Route 666,Escas,5.0,PC,Black Forest Gam,Conducció,,Por determinar en Españ,0.0
Exmortis 3,Escas,5.6,PC,Robot Entertainment,Aventura,,9 de septiembre de 2009,0.0
Sega Splash! Golf,Escas,5.7,PC,SEGA,Deportes,,2008,0.0
Half-Minute H,Escas,9.6,PC,Marvelous Interactiv,Rol,,27 de septiembre de 2012,0.0
Psychotoxic,Escas,7.2,PC,Robot Entertainment,Acció,,5 de mayo de 2005,0.0
LOTR: Echoes of the Dead,Escas,8.8,PC,Turbine Entertainment,Rol,,21 de marzo de 2011,0.0
Maniac Mansion: Day of the Tentacl,Escas,9.8,PC,LucasArt,Aventura,1,22 de mayo de 1991,0.0
Prince of Persia 3D,Escas,6.3,PC,Red Orb Entertainment,Acció,,31 de agosto de 1999,0.0
BloodBath,Escas,7.0,PC,Freedom Factory Studi,Acció,,27 de junio de 2014,26.95
Tumbleseed,Escas,8.5,PC,"""Desarrollador:Benedict",Otros,1,2 de mayo de 2017,0.0
Duke Nukem: Manhattan Project,Escas,8.6,PC,Sunstorm,Acció,,13 de junio de 2002,0.0
Shenmue Onlin,Escas,6.8,PC,JC Entertainment,Rol,,Por determinar en Españ,0.0
Guilty Gear Xrd -SIGN-,Escas,9.5,PC,Arc System Work,Acció,"""Jugadores:1-2",10 de diciembre de 2015,0.0
The Basement Collection,Escas,9.1,PC,Edmund McMillen and Florian Him,Otros,1,31 de agosto de 2012,0.0
Terrorist Takedown,Escas,6.9,PC,Robot Entertainment,Acció,,16 de septiembre de 2004,0.0
Shattered Skies,Escas,8.7,PC,Free Reign Entertainment,Acció,Masivo,21 de julio de 2016,0.0
Rusty Hearts,Escas,9.1,PC,Windysoft,Rol,,28 de diciembre de 2011,0.0
ver Gone - A 2D Action Ga,Escas,7.9,PC,Hippie Gam,Acció,1,Por determinar en Españ,0.0
aval Warfa,Escas,7.2,PC,Games Distillery,Acció,1-2,26 de mayo de 2011,0.0
One Lif,Escas,6.0,PC,Kefir!,Acció,Masivo,Por determinar en Españ,0.0
GunZ 2: The Second Duel,Escas,8.7,PC,MAIET Entertainment,Acció,,Por determinar en Españ,0.0
Phantasy Star Univers,Escas,6.7,PC,Sonic Team,Rol,,25 de enero de 2008,9.99
Adrenalin 2: Rush Hour Russian,Escas,6.5,PC,1C,Conducció,,Por determinar en Españ,0.0
Reign Of Kings,Escas,7.9,PC,Code}{atch,Rol,Masivo,Por determinar en Españ,0.0
Blazblue: Continuum Shift Extend,Escas,9.7,PC,Arc System Work,Acció,,11 de diciembre de 2014,0.0
War Inc. Battle Zon,Escas,7.5,PC,Online Warmong,Acció,,19 de abril de 2012,0.0
The Samaritan Paradox,Escas,8.3,PC,Screen 7,Aventura,1,20 de marzo de 2014,0.0
Jack Keane 2: The Fire Within,Escas,6.1,PC,ck 13,Aventura,1,28 de junio de 2013,0.0
Iron Soul,Escas,7.2,PC,BluBee Gam,Acció,1,14 de septiembre de 2013,0.0
Secret Servic,Escas,5.6,PC,Activision,Acció,,13 de marzo de 2009,19.99
Anarcut,Escas,9.0,PC,Anarteam,Estrategia,Un,12 de julio de 2016,0.0
Ong-Bak: Tri,Escas,7.6,PC,Gunstar Studi,Acció,,1º trimestre de 2013,0.0
Blood Bowl: Chaos Edition,Escas,8.6,PC,Cyani,Deportes,1-2,18 de octubre de 2012,0.0
