;Nombre;Popularidad;Valoración;Plataforma;Desarrollador;Género;Jugadores;Lanzamiento;Precio
1923;Victory;Escasa;0.0;PC;Petroglyph;Estrategia;;Por determinar en Españ;0.0
1924;Excubit;Escasa;0.0;PC;Tesseract Interactiv;Estrategia;1;26 de mayo de 2016;0.0
1925;Schrödinger's Cat and the Raiders;Escasa;0.0;PC;Italic Pic;Otros;;23 de septiembre de 2014;0.0
1926;Subsieg;Escasa;0.0;PC;Desarrollador:Icebird Studi;Estrategia;Masivo;2018;0.0
1927;Codex of Victory;Escasa;0.0;PC;Ino-C;Estrategia;;4º trimestre de 2016;0.0
1928;Drive! Drive! Drive!;Escasa;0.0;PC;ifferent Cloth;Conducción;Multijugador;13 de diciembre de 2016;0.0
1929;Battle Breakers;Escasa;5.5;PC;Epic Gam;Rol;;Segunda mitad de 2017;0.0
1930;Mortal Shell;Escasa;7.4;PC;Cold Symmetry;Rol;1;18 de agosto de 2020;0.0
1931;Armed & Dangerous;Escasa;7.1;PC;Robot Entertainment;Acción;;2 de marzo de 2004;0.0
1932;Attack of the Earthlings;Escasa;7.0;PC;Team Junkfish;Acción;1;8 de febrero de 2018;0.0
1933;Tales;Escasa;6.0;PC;Ape Marin;Aventura;1;14 de noviembre de 2016;0.0
1934;PristonTale 1: The First Enigma;Escasa;7.8;PC;Wicked Interactiv;Rol;;2008;0.0
1935;Space Invaders Ext;Escasa;0.0;PC;Tait;Acción;1;13 de febrero de 2018;0.0
1936;Dragon Age: Origins - Witch Hunt;Escasa;7.2;PC;BioW;Rol;;7 de septiembre de 2010;0.0
1937;Puppeteers;Escasa;5.9;PC;Nect;Rol;;2009;0.0
1938;Creat;Escasa;6.9;PC;EA Bright Light Studi;Acción;;18 de noviembre de 2010;26.95
1939;Lambda Wars;Escasa;9.1;PC;Vortal Storm;Estrategia;Masivo;8 de diciembre de 2015;0.0
1940;Xmodul;Escasa;5.0;PC;G21 Studi;Conducción;Cooperativo;2º cuarto de 2017;0.0
1941;TASTEE: Lethal Tactics;Escasa;9.0;PC;SkyBox Lab;Acción;1;1º trimestre de 2017;0.0
1942;Chariot Wars;Escasa;8.5;PC;OM Entertainment;Conducción;;25 de mayo de 2015;0.0
1943;Inexistenc;Escasa;9.0;PC;Jonathan BRASSAU;Acción;1;22 de febrero de 2016;0.0
1944;Armobiles;Escasa;6.4;PC;Robot Entertainment;Conducción;;Por determinar en Españ;0.0
1945;Oh My Gore!;Escasa;6.0;PC;Bumblebee Studi;Estrategia;1;20 de octubre de 2016;0.0
1946;Joan of Arc;Escasa;6.5;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1947;Memoranda;Escasa;0.0;PC;Bit Byterz;Aventura;1;25 de enero de 2017;0.0
1948;Duskers;Escasa;0.0;PC;Misfits Attic.;Estrategia;1;18 de mayo de 2016;0.0
1949;Akiba's Trip: Undead & Undressed;Escasa;8.7;PC;Acqui;Rol;1;26 de mayo de 2015;0.0
1950;Riders of Asgard;Escasa;0.0;PC;Gobbo Gam;Deportes;Multijugador;Por determinar en Españ;0.0
1951;Grandia Onlin;Escasa;6.0;PC;Game Art;Rol;Masivo;Por determinar en Españ;0.0
1952;Zentia;Escasa;6.2;PC;pixelsoft;Rol;;Por determinar en Españ;0.0
1953;TwelveSky 2;Escasa;8.7;PC;MAYN Interactiv;Rol;;Por determinar en Españ;0.0
1954;Legend of Kay: Anniversary;Escasa;8.7;PC;Unit 4 Gam;Acción;1;7 de agosto de 2015;0.0
1955;Prologu;Escasa;8.8;PC;PlayerUnknown Production;Acción;;Por determinar en Españ;0.0
1956;Blue Tea;Escasa;5.0;PC;Mystery Tag;Aventura;1;15 de diciembre de 2016;0.0
1957;Chaos League: Sudden Death;Escasa;6.4;PC;Robot Entertainment;Estrategia;;Por determinar en Españ;0.0
1958;The Last Carg;Escasa;0.0;PC;Ehnenu;Rol;1;13 de marzo de 2017;0.0
1959;Hearthstone: El Gran Torn;Escasa;7.8;PC;Blizz;Estrategia;Cooperativo;24 de agosto de 2015;0.0
1960;Divergence: Onlin;Escasa;6.3;PC;Stained Glass Llam;Rol;Masivo;Segunda mitad de 2016;0.0
1961;Elliot Quest;Escasa;8.5;PC;Ansimuz Gam;Acción;1;11 de diciembre de 2014;0.0
1962;Sam & Max Season On;Escasa;8.3;PC;Traveller's T;Aventura;;18 de julio de 2007;26.95
1963;Glaci;Escasa;7.0;PC;Team6 game studi;Conducción;;12 de agosto de 2005;0.0
1964;Guardians of E;Escasa;8.2;PC;Runewak;Rol;Multijugador;2019;0.0
1965;Metal Gear: Cloaked in Silenc;Escasa;7.0;PC;Konami;Acción;Masivo;15 de marzo de 2016;0.0
1966;iBomber Defens;Escasa;9.2;PC;Cobra Mobi;Estrategia;1;26 de mayo de 2011;0.0
1967;Penariu;Escasa;6.2;PC;Self Made Mirac;Acción;;22 de septiembre de 2015;0.0
1968;Hearthstone: Viaje a Un’G;Escasa;8.5;PC;Blizz;Estrategia;Cooperativo;6 de abril de 2017;0.0
1969;Phobos Vector Pri;Escasa;0.0;PC;Gunstar Studi;Acción;;2018;0.0
1970;Stealth Bastard;Escasa;8.3;PC;Curve Digit;Otros;1;4 de noviembre de 2011;0.0
1971;Tomb Raider - Cuevas y Acantilados;Escasa;8.3;PC;Crystal Dynamic;Acción;Cooperativo;19 de marzo de 2013;0.0
1972;Hearthstone: Caballeros del Trono Helad;Escasa;4.0;PC;Blizz;Estrategia;Cooperativo;11 de agosto de 2017;0.0
1973;ITE Team 4;Escasa;0.0;PC;Alice & Smith;Acción;Cooperativo;15 de abril de 2017;0.0
1974;Postal 2 Multiplay;Escasa;6.9;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1975;RACE: CATERHAM;Escasa;6.3;PC;SimBin;Conducción;;22 de junio de 2007;0.0
1976;Billy Hatcher and The Giant Egg;Escasa;6.6;PC;Sonic Team;Acción;;31 de marzo de 2006;0.0
1977;In The Shadows;Escasa;7.0;PC;Colorspace Studi;Otros;1;29 de septiembre de 2017;0.0
1978;Bank Limit: Advanced Battle Racing;Escasa;7.5;PC;Tastee Beverage Studi;Conducción;1;28 de marzo de 2016;0.0
1979;Final Fantasy XVI;Escasa;8.9;PC;Square Enix;Rol;;2023;0.0
1980;Cartel;Escasa;8.8;PC;Paradox Interactiv;Estrategia;;Por determinar en Españ;0.0
1981;The Sacred H;Escasa;8.0;PC;Simplistic;Rol;;2018;0.0
1982;Stormgat;Escasa;0.0;PC;Frost Giant Studi;Estrategia;1;Por determinar en Españ;0.0
1983;Dungeon Defenders: Morrag;Escasa;8.0;PC;Trendy Entertainment;Acción;Multijugador;2012;0.0
1984;Defense Grid: The Awakening;Escasa;8.2;PC;Hidden Path;Estrategia;;2009;0.0
1985;Shogun 2: Paquete Sangrient;Escasa;8.5;PC;Creative Assembly;Estrategia;;30 de noviembre de 2011;0.0
1986;Stranger of Sword City;Escasa;7.5;PC;Experience Inc;Rol;1;6 de junio de 2016;0.0
1987;Tokyo Dark;Escasa;8.0;PC;Cherrymochi;Aventura;1;7 de septiembre de 2017;0.0
1988;Merkava Avalanch;Escasa;0.0;PC;Winter Crown Work;Acción;Cooperativo;Por determinar en Españ;0.0
1989;Future Wars;Escasa;4.9;PC;Radon Lab;Estrategia;;2010;0.0
1990;Alien Swa;Escasa;8.5;PC;Valv;Acción;Multijugador;19 de julio de 2010;0.0
1991;Black & White: Creature Isl;Escasa;7.9;PC;Lionhead Studi;Estrategia;;24 de enero de 2002;0.0
1992;Oh...Sir!! The Insult Simulat;Escasa;0.0;PC;Vile Monarch;Estrategia;Cooperativo;25 de octubre de 2016;0.0
1993;Midnight at the Celestial Palac;Escasa;0.0;PC;Desarrollador:Orrery Gam;Aventura;1;24 de febrero de 2017;0.0
1994;Dead Sta;Escasa;9.0;PC;Armature Studi;Acción;Cooperativo;2016;0.0
1995;Dropsy;Escasa;7.8;PC;A Jolly Corp;Aventura;;10 de septiembre de 2015;0.0
1996;H;Escasa;9.8;PC;Benjamin Riv;Acción;1;1 de junio de 2012;0.0
1997;Zak McKracken and the Alien Mindbenders;Escasa;9.3;PC;Lucasfilm Gam;Aventura;;14 de octubre de 1988;0.0
1998;Randall;Escasa;8.8;PC;We The Force Studi;Acción;1;31 de mayo de 2017;0.0
1999;Dark Matt;Escasa;4.7;PC;InterWave Studi;Acción;1;17 de octubre de 2013;0.0
2000;Calvino Noi;Escasa;8.7;PC;Calvino Noir Limit;Acción;1;27 de agosto de 2015;0.0
2001;Angels Fall First;Escasa;6.3;PC;Strangely Interactiv;Acción;Competitivo;2016;0.0
2002;Pirates of The Polygon Sea;Escasa;0.0;PC;Praxia Entertainment;Estrategia;;Por determinar en Españ;0.0
2003;Angus hates Aliens;Escasa;0.0;PC;Team Stendec;Acción;1;1 de junio de 2016;0.0
2004;Final Fantasy VII: Rebirth;Escasa;9.6;PC;Square Enix;Rol;;Por determinar en Españ;0.0
2005;Hearthstone: Scholomanc;Escasa;5.5;PC;Blizz;Estrategia;Cooperativo;6 de agosto de 2020;0.0
2006;MoonQuest;Escasa;0.0;PC;Wizard M;Rol;1;14 de julio de 2018Juego con acceso anticipad;0.0
2007;Hearthstone: La Maldición de Naxxramas;Escasa;9.0;PC;Blizz;Estrategia;Cooperativo;23 de julio de 2014;0.0
2008;Hitman 3;Escasa;7.5;PC;IO Interactiv;Acción;1;20 de enero de 2021;34.95
2009;Xenos vs. Marines;Escasa;8.0;PC;Software Darkflow;Acción;1;Por determinar en Españ;0.0
2010;Tenebrae: Twilight of the Gods;Escasa;8.0;PC;Troglobytes Gam;Acción;1;Por determinar en Españ;0.0
2011;Xenia;Escasa;1.0;PC;imitrios F;Acción;;1 de septiembre de 2017;0.0
2012;Skullston;Escasa;0.0;PC;Black Torch Studi;Rol;1;2017;0.0
2013;Panpan;Escasa;0.0;PC;Animu Gam;Acción;1;1º trimestre de 2016;0.0
2014;Mutant Mudds: Super Challeng;Escasa;5.5;PC;Renegade Ki;Acción;1;26 de julio de 2016;0.0
2015;Capsule Silence XXIV;Escasa;5.0;PC;NHX;Acción;1;2016;0.0
2016;One Military Camp;Escasa;8.0;PC;Abylight Barcelon;Estrategia;1;2022;0.0
2017;After Life: Story of a Fath;Escasa;0.0;PC;Green Sawdust;Aventura;1;25 de noviembre de 2016;0.0
2018;Trailblazers;Escasa;7.0;PC;Supergonk;Conducción;Cooperativo;8 de mayo de 2018;26.95
2019;Unreal 2;Escasa;6.5;PC;Epic Gam;Acción;;Por determinar en Españ;0.0
2020;Desync;Escasa;4.5;PC;The Foregone Syndicat;Acción;1;2016;0.0
2021;Love You to Bits;Escasa;9.5;PC;Alike Studio y Pati Gam;Aventura;1;2016;0.0
2022;Inside My Radi;Escasa;5.5;PC;Seaven Studi;Acción;1;11 de mayo de 2015;0.0
2023;Crimsonland;Escasa;6.8;PC;10ton;Acción;Cooperativo;11 de junio de 2014;0.0
2024;Dead Effect;Escasa;7.5;PC;Desarrollador:BadFly Interactiv;Acción;1;17 de diciembre de 2014;0.0
2025;World of Mercenaries;Escasa;9.8;PC;City Interactiv;Acción;;Por determinar en Españ;0.0
2026;Kill the Bad Guy;Escasa;7.6;PC;Exk;Otros;1;28 de mayo de 2014;0.0
2027;Myst Uru: Ages Beyond Myst;Escasa;8.5;PC;Cyan;Aventura;;24 de noviembre de 2003;0.0
2028;Aztez;Escasa;9.2;PC;Team Colorblin;Acción;1;4º trimestre de 2014;0.0
2029;Warcu;Escasa;6.8;PC;Desarrollador:Haven M;Rol;1;3º trimestre de 2017;0.0
2030;Astral Ascent;Escasa;6.7;PC;Hibernian Workshop;Acción;1;12 de abril de 2022Juego con acceso anticipad;0.0
2031;The Admin;Escasa;7.0;PC;Willpow;Acción;1;1 de noviembre de 2016;0.0
2032;GeForce Now;Escasa;6.0;PC;Nvidi;Otros;;4 de febrero de 2020;0.0
2033;Elsword;Escasa;9.0;PC;KOG Studi;Rol;Masivo;22 de septiembre de 2011;0.0
2034;Mutropolis;Escasa;9.6;PC;Pirita Studi;Aventura;1;Por determinar en Españ;0.0
2035;Grow Up;Escasa;8.6;PC;Reflection;Acción;1;16 de agosto de 2016;0.0
2036;Relicta;Escasa;8.3;PC;Mighty Polygon;Otros;1;4 de agosto de 2020;0.0
2037;Recompil;Escasa;0.0;PC;Phigam;Acción;1;19 de agosto de 2021;0.0
2038;Endless Fables: The Minotaur's Curs;Escasa;4.0;PC;Sunward Gam;Aventura;1;15 de diciembre de 2016;0.0
2039;DayZ;Escasa;9.0;PC;Bohemia Interactiv;Acción;1;13 de diciembre de 2018;0.0
2040;Abatron;Escasa;9.2;PC;W3 Studi;Estrategia;Masivo;31 de diciembre de 2017;0.0
2041;Cross of the Dutchman;Escasa;6.5;PC;Triangle Servic;Acción;1;10 de septiembre de 2015;0.0
2042;Scanner S;Escasa;8.5;PC;Introversion;Aventura;1;26 de abril de 2017;0.0
2043;The Journey Down: Chapter On;Escasa;8.8;PC;SkyGoblin;Aventura;1;9 de enero de 2013;0.0
2044;Codename CURE;Escasa;0.0;PC;Hoobalugalar_X;Acción;Multijugador;2016;0.0
2045;SVRVIVE: The Deus Helix;Escasa;7.0;PC;SVRVIVE Studi;Aventura;1;17 de noviembre de 2016;0.0
2046;Essenc;Escasa;8.0;PC;Onevision Gam;Aventura;1;2017;0.0
2047;The Adventures of 00 Dilly;Escasa;0.0;PC;Caipirinha Gam;Acción;1;11 de febrero de 2020;0.0
2048;Spy Chameleon - RGB Agent;Escasa;7.5;PC;Unfinished Pix;Otros;1;11 de junio de 2014;0.0
2049;ich;Escasa;5.0;PC;Team Nich;Estrategia;1;Por determinar en Españ;0.0
2050;Jay and Silent B;Escasa;6.3;PC;Interabang Entertainment;Acción;;1º trimestre de 2018;0.0
2051;Clustertruck;Escasa;9.0;PC;Landfall Gam;Acción;1;27 de septiembre de 2016;0.0
2052;Symphony Worlds;Escasa;0.0;PC;Empty Clip Studi;Otros;1;Por determinar en Españ;0.0
2053;Gold Miner J;Escasa;6.8;PC;Robot Entertainment;Acción;;2005;0.0
2054;Giana Sisters: Dream Runners;Escasa;8.0;PC;Black Forest Gam;Acción;Multijugador;26 de agosto de 2015;0.0
2055;The Bluecoats: North & South 2;Escasa;9.0;PC;Anuman Interactiv;Estrategia;;Por determinar en Españ;0.0
2056;Adele: Following the Signs;Escasa;7.5;PC;Unosqu;Acción;1;2 de junio de 2016;0.0
2057;Divided We Fall;Escasa;0.0;PC;KAVA Game Studi;Acción;Masivo;2017;0.0
2058;The Elder Scrolls: Arena;Escasa;8.7;PC;Bethesda Softwork;Rol;;19 de mayo de 1994;0.0
2059;A Rat's Quest - The Way Back H;Escasa;4.5;PC;The Dreamerian;Acción;1;2021;0.0
2060;C-RUSH;Escasa;5.7;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
2061;Call of Duty: Devil's Brigad;Escasa;8.8;PC;Sledgehammer Gam;Acción;;Cancelad;0.0
2062;Kentucky Route Zero - Act 2;Escasa;9.0;PC;Cardboard Box Entertainment;Aventura;1;31 de mayo de 2013;0.0
2063;Galaxy Control;Escasa;7.2;PC;FX Games Medi;Estrategia;Multijugador;10 de agosto de 2016;0.0
2064;Luminous Engin;Escasa;9.2;PC;Square Enix;Otros;;Por determinar en Españ;0.0
2065;Underworld Ascendant;Escasa;7.5;PC;OtherSide Entertainment;Rol;1;15 de noviembre de 2018;0.0
2066;Graven: The Purple Moon Prophecy;Escasa;5.0;PC;Orchid Gam;Aventura;1;29 de septiembre de 2016;0.0
2067;Darwinia;Escasa;6.7;PC;Introversion;Acción;;12 de mayo de 2005;0.0
2068;Qora;Escasa;8.1;PC;Desarrollador:Holden Boy;Aventura;1;25 de septiembre de 2014;0.0
2069;The Typing of the Dead;Escasa;5.1;PC;Overkill Softw;Acción;;29 de octubre de 2013;0.0
2070;Tribes: MMO;Escasa;7.7;PC;Hi-Rez Studi;;;Por determinar en Españ;0.0
2071;Mushroom Men: Truffle Troubl;Escasa;9.4;PC;Red Fly Studi;Otros;;10 de marzo de 2015;0.0
2072;Gobliiins 2;Escasa;0.0;PC;Cokt;Aventura;1;25 de septiembre de 1992;0.0
2073;Vect;Escasa;8.8;PC;Nekki;Acción;1;4 de diciembre de 2013;0.0
2074;Crookz - The Big Heist;Escasa;8.3;PC;Skilltree Studi;Estrategia;1;25 de agosto de 2015;0.0
2075;Chasing Dead;Escasa;7.4;PC;2020 Ventu;Acción;1;Marzo de 2015;0.0
2076;Reassembly;Escasa;7.8;PC;Anisoptera Gam;Acción;1;19 de febrero de 2015;0.0
2077;Serv;Escasa;0.0;PC;BonusXP;Estrategia;Cooperativo;Por determinar en Españ;0.0
2078;One Troll Army;Escasa;0.0;PC;FlyAnvi;Estrategia;Cooperativo;20 de mayo de 2016;0.0
2079;Evil Defenders;Escasa;4.5;PC;Crazy Panda Gam;Estrategia;1;11 de noviembre de 2015;0.0
2080;Mekaz;Escasa;9.5;PC;The good mood creat;Acción;Cooperativo;3º trimestre de 2015;0.0
2081;Earth Liberation;Escasa;9.7;PC;PoRovoz Studi;Estrategia;;31 de mayo de 2017;0.0
2082;uroVoid;Escasa;0.0;PC;Flying Oak Gam;Acción;Multijugador;31 de agosto de 2016;0.0
2083;Myst III: Exil;Escasa;7.5;PC;Presto Studi;Aventura;;6 de septiembre de 2001;0.0
2084;Infinity Runn;Escasa;5.8;PC;Wales Interactiv;Acción;;2 de junio de 2014;0.0
2085;The 7th Guest;Escasa;8.8;PC;Trilobyte Softw;Otros;;15 de octubre de 1993;0.0
2086;Code of Princess;Escasa;9.5;PC;Agashima Entertainment;Acción;Multijugador;14 de abril de 2016;0.0
2087;Inago Rag;Escasa;6.4;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
2088;Strike Suit Infinity;Escasa;7.2;PC;Born Ready Gam;Acción;1;30 de abril de 2013;0.0
2089;Tryst;Escasa;5.0;PC;BlueGiant Interactiv;Estrategia;;14 de septiembre de 2012;0.0
2090;Clandestin;Escasa;6.5;PC;Logic Artist;Acción;;5 de noviembre de 2015;0.0
2091;SolSeraph;Escasa;9.0;PC;ACE Team;Acción;1;10 de julio de 2019;0.0
2092;Adam's Venture II: Solomon's Secret;Escasa;6.9;PC;Vertigo Gam;Acción;1;Por determinar en España;0.0
2093;The Repopulation;Escasa;7.7;PC;AB-TECH;Rol;Masivo;Por determinar en Españ;0.0
2094;DOGOS;Escasa;8.7;PC;Opqam;Acción;1;7 de septiembre de 2016;0.0
2095;Magicka: Vietna;Escasa;7.5;PC;Arrowhead Game Studi;Rol;Multijugador;12 de abril de 2011;0.0
2096;Rapture Rejects;Escasa;9.6;PC;Galvanic Gam;Acción;Masivo;2018;0.0
2097;AR-K;Escasa;6.5;PC;Gato Studi;Aventura;1;21 de mayo de 2013;0.0
2098;Jupiter Hell;Escasa;7.0;PC;ChaosForg;Acción;Cooperativo;Por determinar en Españ;0.0
2099;Star Alliances;Escasa;4.8;PC;k Sky Entertainment;Estrategia;;Por determinar en Españ;0.0
2100;Guilty Gear Xrd: Revelat;Escasa;9.3;PC;Arc System Work;Acción;Cooperativo;14 de diciembre de 2016;0.0
2101;Hexodius;Escasa;6.3;PC;Brain Slap Studi;Acción;1;21 de junio de 2013;0.0
2102;The East New World;Escasa;7.0;PC;TEN10 Gam;Acción;1;2016;0.0
2103;Project Blackout;Escasa;8.1;PC;SG Interactiv;Acción;;2011;0.0
2104;Mercenary Wars;Escasa;5.6;PC;NM Production;Acción;;Septiembre de 2009;0.0
2105;Jazzpunk;Escasa;8.8;PC;Necrophone Gam;Aventura;1;7 de febrero de 2014;0.0
2106;Unclaimed World;Escasa;6.8;PC;Refactored Gam;Estrategia;1;4 de octubre de 2016;0.0
2107;Crush Your Enemies;Escasa;8.0;PC;Vile Monarch;Estrategia;Competitivo;2º trimestre de 2016;0.0
2108;Super Roman Conquest;Escasa;9.2;PC;SeaCliff Interactiv;Estrategia;;Por determinar en Españ;0.0
2109;Warhammer 40k Eternal Crusad;Escasa;8.1;PC;Behaviour Interactiv;Rol;Masivo;23 de septiembre de 2016;18.98
2110;Prun;Escasa;0.0;PC;Joel McDon;Otros;1;15 de noviembre de 2015;0.0
2111;Kont;Escasa;9.4;PC;Robot Entertainment;Estrategia;Masivo;Por determinar en Españ;0.0
2112;Soul Mast;Escasa;7.7;PC;nPlut;Rol;;Por determinar en Españ;0.0
2113;Between Me & The Night;Escasa;8.5;PC;RainDance LX;Aventura;1;22 de enero de 2016;0.0
2114;Bang Bang Racing;Escasa;7.8;PC;igital Reality;Conducción;;8 de junio de 2012;0.0
2115;Knite & The Ghost Lights;Escasa;9.2;PC;Mobot Studi;Acción;1;2014;0.0
2116;Cossacks 2: Battle for Europ;Escasa;7.1;PC;GSC Game W;Estrategia;;27 de octubre de 2006;0.0
2117;Black Talons;Escasa;4.8;PC;Camel 101;Estrategia;;Por determinar en Españ;0.0
2118;Bunny Bash;Escasa;0.0;PC;kArts Estudi;Acción;Multijugador;2017;0.0
2119;Breed;Escasa;6.9;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
2120;Metal Slug 2;Escasa;5.5;PC;tEmu;Acción;1;15 de abril de 2016;0.0
2121;Gunman Taco Truck;Escasa;7.1;PC;Romero Gam;Conducción;1;Junio de 2015;0.0
2122;Tales of Monkey Island: Episodio 4;Escasa;7.2;PC;Telltale Gam;Aventura;;30 de octubre de 2009;0.0
2123;Pressure Overdriv;Escasa;9.5;PC;Chasing Carrot;Acción;Cooperativo;25 de julio de 2017;0.0
2124;Indiana Jones de Bethesda;Escasa;9.2;PC;MachineGam;Acción;;Por determinar en Españ;0.0
2125;Warhammer - Grim & The Grav;Escasa;4.0;PC;Creative Assembly;Estrategia;Masivo;1 de septiembre de 2016;0.0
2126;ights of Azu;Escasa;9.2;PC;Gust C;Rol;1;7 de febrero de 2017;0.0
2127;Alganon;Escasa;6.0;PC;Quest Onlin;Rol;Masivo;Por determinar en Españ;0.0
2128;KAAN: Barbarian's Blad;Escasa;6.8;PC;Robot Entertainment;Acción;;28 de mayo de 2003;0.0
2129;xt Island;Escasa;5.5;PC;Gunstar Studi;Aventura;;Por determinar en Españ;0.0
2130;Myth War II;Escasa;5.4;PC;Unigium;Rol;;Por determinar en España;0.0
2131;amco Museum 50th Anniversary;Escasa;6.4;PC;Namc;Otros;;1º trimestre de 2006;0.0
2132;Hearthstone: Susurros de los Dioses Antiguos;Escasa;8.4;PC;Blizz;Estrategia;Cooperativo;27 de abril de 2016;0.0
2133;Mytheon;Escasa;6.5;PC;Petroglyph;Rol;;13 de julio de 2011;0.0
2134;Scarlet Blad;Escasa;8.7;PC;Aeria Games & Entertainment;Rol;Masivo;Por determinar en Españ;0.0
2135;Ig;Escasa;5.7;PC;Legacy Interactiv;Acción;;5 de diciembre de 2008;19.95
2136;PAKO: Car Chase Simulat;Escasa;4.0;PC;Tree Men Gam;Conducción;Multijugador;10 de enero de 2017;0.0
2137;Ministry of Wa;Escasa;8.2;PC;Snail Gam;Estrategia;;Por determinar en Españ;0.0
2138;uro Hunt;Escasa;6.6;PC;Mediaart;Acción;;2006;0.0
2139;Sam & Max: Season Tw;Escasa;5.2;PC;Telltale Gam;Aventura;1;4 de septiembre de 2009;26.95
2140;Puzzlegeddon;Escasa;5.4;PC;Pieces Interactiv;Otros;Multijugador;27 de noviembre de 2008;0.0
2141;River City Ransom Underground;Escasa;7.5;PC;Conatus Interactiv;Acción;1;Septiembre de 2014;0.0
2142;Distanc;Escasa;9.8;PC;Refract;Conducción;1;2015;0.0
2143;Van;Escasa;8.9;PC;Friend & F;Acción;1;2017;0.0
2144;Worms World Party Remastered;Escasa;8.5;PC;Team 17;Estrategia;;8 de julio de 2015;0.0
2145;Monkey Island Special Edition;Escasa;7.9;PC;LucasArt;Aventura;1;17 de julio de 2009;0.0
2146;Microsoft Flight Simulat;Escasa;8.7;PC;Asobo Studi;Simulación;1;18 de agosto de 2020;59.95
2147;Crysis 2: Retaliation;Escasa;9.5;PC;Crytek;Acción;Masivo;18 de mayo de 2011;0.0
2148;Fight of Gods;Escasa;4.0;PC;igital Craft;Acción;1;4 de septiembre de 2017Juego con acceso anticipad;0.0
2149;Metagolf;Escasa;5.5;PC;ARm42;Otros;;2012;0.0
2150;Grotesque Tactics: Evil Heroes;Escasa;6.9;PC;Silent Dream;Estrategia;;Por determinar en Españ;0.0
2151;Windward;Escasa;6.7;PC;Tasharen Entertainment Inc.;Acción;1;12 de mayo de 2015;0.0
2152;Semblanc;Escasa;8.5;PC;Nyamakop;Otros;1;24 de julio de 2018;0.0
2153;Doctor Who: Worlds in Ti;Escasa;9.1;PC;Three Ring;Acción;;Por determinar en Españ;0.0
2154;Energy Heroes;Escasa;7.0;PC;SC Studio22;Acción;Multijugador;Por determinar en Españ;0.0
2155;Heavy Duty;Escasa;5.7;PC;Primal Softw;Estrategia;;2008;0.0
2156;Homefront: Fire Sal;Escasa;7.8;PC;Kaos Studi;Acción;Multijugador;14 de julio de 2011;0.0
2157;Majesty 2: Kingmak;Escasa;6.5;PC;Ino-C;Estrategia;Multijugador;25 de mayo de 2010;0.0
2158;Monstruos contra Alienígenas;Escasa;6.0;PC;Activision;Acción;;27 de marzo de 2009;14.95
2159;Fleish & Cherry in Crazy Hotel;Escasa;6.5;PC;Gunstar Studi;Aventura;1;Por determinar en Españ;0.0
2160;Beware Planet Earth!;Escasa;8.5;PC;Lightmare Studi;Estrategia;1;11 de abril de 2014;0.0
2161;Ceres;Escasa;9.5;PC;Jötunn Gam;Estrategia;1;16 de octubre de 2015;0.0
2162;Wooden Sen'SeY;Escasa;8.5;PC;Upper Byt;Acción;1;26 de octubre de 2012;0.0
2163;EverQuest II Extended;Escasa;8.3;PC;Sony Online Entertainment;Rol;;19 de agosto de 2010;0.0
2164;Tale Of A H;Escasa;6.8;PC;Future Gam;Aventura;;6 de febrero de 2009;0.0
2165;Exteel;Escasa;6.9;PC;NCsoft;Acción;;Por determinar en Españ;0.0
2166;Mass Effect 2: Firepower Pack;Escasa;8.6;PC;BioW;Rol;1;3 de agosto de 2010;0.0
2167;antucket;Escasa;9.2;PC;Picaresque Studi;Estrategia;;Por determinar en Españ;0.0
2168;Exodus Wars;Escasa;7.5;PC;Membraine Studi;Estrategia;;Por determinar en Españ;0.0
2169;Breach Cancelad;Escasa;0.0;PC;QC Gam;Rol;Multijugador;CanceladoJuego con acceso anticipad;0.0
2170;Insecticid;Escasa;6.4;PC;Crackpot Entertainment;Acción;;1º trimestre de 2008;0.0
2171;Borderlands 2: Glotón Guajolot;Escasa;6.5;PC;Gearbox;Acción;Multijugador;26 de noviembre de 2013;0.0
2172;2112: Revolution;Escasa;6.9;PC;Emobigam;Estrategia;Masivo;Cancelad;0.0
2173;Standby;Escasa;0.0;PC;NoClip;Acción;1;14 de octubre de 2016;0.0
2174;Dawngat;Escasa;8.7;PC;Waystone Gam;Rol;Masivo;Cancelad;0.0
2175;Riptide GP: Renegad;Escasa;0.0;PC;Vector Unit;Conducción;Masivo;26 de julio de 2016;0.0
2176;Little Racers Street;Escasa;7.5;PC;Milkstone Studi;Conducción;1;7 de febrero de 2014;0.0
2177;Inhabited Island;Escasa;7.5;PC;Ak;Estrategia;;3º cuarto de 2006;0.0
2178;Van Helsing - Thaumaturg;Escasa;9.5;PC;Neoc;Rol;Multijugador;26 de septiembre de 2013;0.0
2179;Elements of Wa;Escasa;6.8;PC;Lesta Studi;Estrategia;;2011;0.0
2180;Trapped Dead;Escasa;8.3;PC;HeadUp Gam;Acción;;15 de abril de 2011;0.0
2181;Sister Location;Escasa;8.5;PC;Scott Cawthon;Acción;;4º trimestre de 2016;0.0
2182;Officers;Escasa;6.4;PC;Playlogic;Estrategia;Multijugador;1º cuarto de 2008;0.0
